,SettelementPoint,Year,Hour,Max Volatility
0,HB_WEST,2016,0.6983552264172945,0.6983552264172945
1,HB_WEST,2017,0.7934990755083492,0.7934990755083492
2,HB_WEST,2018,0.8772871838740908,0.8772871838740908
3,HB_PAN,2019,1.6015432358167858,1.6015432358167858
