,SettlementPoints,Year,Month,Average Price
431,LZ_HOUSTON,2019,12,18.919852150537633
432,LZ_LCRA,2016,01,19.317459677419354
433,LZ_LCRA,2016,02,15.488548850574714
434,LZ_LCRA,2016,03,16.796298788694482
435,LZ_LCRA,2016,04,18.392708333333335
436,LZ_LCRA,2016,05,18.182782258064517
437,LZ_LCRA,2016,06,24.164416666666664
438,LZ_LCRA,2016,07,27.592217741935485
439,LZ_LCRA,2016,08,31.175577956989244
440,LZ_LCRA,2016,09,27.03994444444444
441,LZ_LCRA,2016,10,26.068440860215055
442,LZ_LCRA,2016,11,19.541680555555555
443,LZ_LCRA,2016,12,25.487876344086025
444,LZ_LCRA,2017,01,23.436276881720424
445,LZ_LCRA,2017,02,20.66081845238095
446,LZ_LCRA,2017,03,23.437133243607
447,LZ_LCRA,2017,04,24.47741666666667
448,LZ_LCRA,2017,05,25.63795698924731
449,LZ_LCRA,2017,06,28.639083333333332
450,LZ_LCRA,2017,07,31.905712365591395
451,LZ_LCRA,2017,08,27.678010752688174
452,LZ_LCRA,2017,09,24.81343055555556
453,LZ_LCRA,2017,10,24.484260752688172
454,LZ_LCRA,2017,11,23.047125
455,LZ_LCRA,2017,12,21.11766129032258
456,LZ_LCRA,2018,01,38.992567204301075
457,LZ_LCRA,2018,02,21.762247023809525
458,LZ_LCRA,2018,03,22.05130551816958
459,LZ_LCRA,2018,04,22.644027777777776
460,LZ_LCRA,2018,05,34.73540322580645
461,LZ_LCRA,2018,06,30.365555555555552
462,LZ_LCRA,2018,07,79.06994623655915
463,LZ_LCRA,2018,08,31.807970430107527
464,LZ_LCRA,2018,09,27.187263888888893
465,LZ_LCRA,2018,10,30.06987903225806
466,LZ_LCRA,2018,11,30.515805555555556
467,LZ_LCRA,2018,12,30.58266129032258
468,LZ_LCRA,2019,01,24.93630376344086
469,LZ_LCRA,2019,02,21.666979166666668
470,LZ_LCRA,2019,03,27.649313593539702
471,LZ_LCRA,2019,04,23.31476388888889
472,LZ_LCRA,2019,05,24.508682795698924
473,LZ_LCRA,2019,06,24.519541666666665
474,LZ_LCRA,2019,07,29.74791666666666
475,LZ_LCRA,2019,08,126.67076612903226
476,LZ_LCRA,2019,09,82.46723611111112
477,LZ_LCRA,2019,10,29.015806451612907
478,LZ_LCRA,2019,11,24.485222222222223
479,LZ_LCRA,2019,12,19.456881720430104
480,LZ_NORTH,2016,01,19.187997311827957
481,LZ_NORTH,2016,02,15.462212643678162
482,LZ_NORTH,2016,03,17.461507402422612
483,LZ_NORTH,2016,04,19.087638888888886
484,LZ_NORTH,2016,05,18.182889784946237
485,LZ_NORTH,2016,06,23.562680555555556
486,LZ_NORTH,2016,07,27.41577956989247
487,LZ_NORTH,2016,08,30.148575268817204
488,LZ_NORTH,2016,09,26.605861111111114
489,LZ_NORTH,2016,10,24.53266129032258
490,LZ_NORTH,2016,11,18.83051388888889
491,LZ_NORTH,2016,12,25.286250000000003
492,LZ_NORTH,2017,01,23.60302419354839
493,LZ_NORTH,2017,02,19.550014880952382
494,LZ_NORTH,2017,03,21.83940780619112
495,LZ_NORTH,2017,04,21.975805555555556
496,LZ_NORTH,2017,05,24.557513440860216
497,LZ_NORTH,2017,06,26.893736111111107
498,LZ_NORTH,2017,07,31.186841397849467
499,LZ_NORTH,2017,08,27.0603629032258
500,LZ_NORTH,2017,09,23.96840277777778
501,LZ_NORTH,2017,10,21.938427419354838
502,LZ_NORTH,2017,11,22.263166666666667
503,LZ_NORTH,2017,12,21.40813172043011
504,LZ_NORTH,2018,01,37.72852150537635
505,LZ_NORTH,2018,02,21.84046130952381
506,LZ_NORTH,2018,03,22.64055181695828
