,SettelementPoint,Year,Hour,Volatility
444,HB_SOUTH,2018,12,0.2504251631860587
445,HB_SOUTH,2018,13,0.36233399655667087
446,HB_SOUTH,2018,14,0.5500526849791708
447,HB_SOUTH,2018,15,0.7345059576660615
448,HB_SOUTH,2018,16,0.785005096941362
449,HB_SOUTH,2018,17,0.596450254992461
450,HB_SOUTH,2018,18,0.3263114964932242
451,HB_SOUTH,2018,19,0.23959739619684686
452,HB_SOUTH,2018,20,0.22068175389197006
453,HB_SOUTH,2018,21,0.1965134794801204
454,HB_SOUTH,2018,22,0.19250893204603584
455,HB_SOUTH,2018,23,0.21025476508566876
456,HB_SOUTH,2019,00,0.25391663298798006
457,HB_SOUTH,2019,01,0.289342342065641
458,HB_SOUTH,2019,02,0.30509488159970155
459,HB_SOUTH,2019,03,0.2890143188863959
460,HB_SOUTH,2019,04,0.2627094448251242
461,HB_SOUTH,2019,05,0.25933613329972877
462,HB_SOUTH,2019,06,0.46567930252322703
463,HB_SOUTH,2019,07,0.40162925243844805
464,HB_SOUTH,2019,08,0.29437537537505365
465,HB_SOUTH,2019,09,0.24990515188759665
466,HB_SOUTH,2019,10,0.19911062088543027
467,HB_SOUTH,2019,11,0.20553699619620225
468,HB_SOUTH,2019,12,0.31539364602862474
469,HB_SOUTH,2019,13,0.6485635420700364
470,HB_SOUTH,2019,14,0.9017479074997309
471,HB_SOUTH,2019,15,1.082889679936161
472,HB_SOUTH,2019,16,1.0927277006971066
473,HB_SOUTH,2019,17,0.7678773227783311
474,HB_SOUTH,2019,18,0.3992354687732692
475,HB_SOUTH,2019,19,0.2734321624897405
476,HB_SOUTH,2019,20,0.23961814691910346
477,HB_SOUTH,2019,21,0.18155900108189252
478,HB_SOUTH,2019,22,0.17214646075393528
479,HB_SOUTH,2019,23,0.1975023513809867
480,HB_WEST,2016,00,0.4881060004990548
481,HB_WEST,2016,01,0.6722533533588212
482,HB_WEST,2016,02,0.662375671073439
483,HB_WEST,2016,03,0.6983552264172945
484,HB_WEST,2016,04,0.5279672161741449
485,HB_WEST,2016,05,0.43188075395122294
486,HB_WEST,2016,06,0.41274156897750663
487,HB_WEST,2016,07,0.31102492227361256
488,HB_WEST,2016,08,0.23146094363218192
489,HB_WEST,2016,09,0.2211327087356811
490,HB_WEST,2016,10,0.21845964619821973
491,HB_WEST,2016,11,0.25858890991866074
492,HB_WEST,2016,12,0.296921665112753
493,HB_WEST,2016,13,0.3733001957879692
494,HB_WEST,2016,14,0.46653929096550567
495,HB_WEST,2016,15,0.5714314593868645
496,HB_WEST,2016,16,0.5759112678960114
497,HB_WEST,2016,17,0.36907648166817075
498,HB_WEST,2016,18,0.28379768961921426
499,HB_WEST,2016,19,0.2925694036338532
500,HB_WEST,2016,20,0.303041067061532
501,HB_WEST,2016,21,0.35415809693037364
502,HB_WEST,2016,22,0.36130814379595283
503,HB_WEST,2016,23,0.45902280461402745
504,HB_WEST,2017,00,0.7934990755083492
505,HB_WEST,2017,01,0.7546518247000091
506,HB_WEST,2017,02,0.7763126794617284
507,HB_WEST,2017,03,0.7255476792387404
508,HB_WEST,2017,04,0.7016974518076686
509,HB_WEST,2017,05,0.5283529868882765
510,HB_WEST,2017,06,0.29360976597243504
511,HB_WEST,2017,07,0.23399807608162068
512,HB_WEST,2017,08,0.2010523938251243
513,HB_WEST,2017,09,0.18008064547407465
514,HB_WEST,2017,10,0.1792396752210684
515,HB_WEST,2017,11,0.21505049117305927
516,HB_WEST,2017,12,0.25866716740403256
517,HB_WEST,2017,13,0.32090604796824984
518,HB_WEST,2017,14,0.395841113092399
519,HB_WEST,2017,15,0.48430171470213956
520,HB_WEST,2017,16,0.4661103777289012
521,HB_WEST,2017,17,0.2945529925894753
522,HB_WEST,2017,18,0.26639448906244234
523,HB_WEST,2017,19,0.2563345570872221
524,HB_WEST,2017,20,0.2749601557124545
525,HB_WEST,2017,21,0.3020555977357681
526,HB_WEST,2017,22,0.4042138409137951
527,HB_WEST,2017,23,0.611608345330669
528,HB_WEST,2018,00,0.8649231139438752
529,HB_WEST,2018,01,0.7451107473823576
530,HB_WEST,2018,02,0.747064688037931
531,HB_WEST,2018,03,0.6706185905327745
532,HB_WEST,2018,04,0.6587270412972306
533,HB_WEST,2018,05,0.5585631600908177
534,HB_WEST,2018,06,0.6572741090892753
535,HB_WEST,2018,07,0.6043103138985882
536,HB_WEST,2018,08,0.5082739068486009
537,HB_WEST,2018,09,0.44542271165649666
538,HB_WEST,2018,10,0.4312911343460264
539,HB_WEST,2018,11,0.42941492098326767
540,HB_WEST,2018,12,0.4972392936567309
541,HB_WEST,2018,13,0.5830819221574569
542,HB_WEST,2018,14,0.7231239062594438
543,HB_WEST,2018,15,0.8772871838740908
544,HB_WEST,2018,16,0.8717588516145729
545,HB_WEST,2018,17,0.7158444361922472
546,HB_WEST,2018,18,0.61119532866167
547,HB_WEST,2018,19,0.4511069260393828
548,HB_WEST,2018,20,0.39866410998112045
549,HB_WEST,2018,21,0.48479807890934207
550,HB_WEST,2018,22,0.5474924752242393
551,HB_WEST,2018,23,0.7885218357052552
552,HB_WEST,2019,00,0.7599474298447384
553,HB_WEST,2019,01,0.7586689719006762
